Time,CPU Frequency,CPU Load,Memory Usage,Wi-Fi RSSI Level,Quality,Screen Bright,Battery,Download,Upload
370036,902000,40,1818496,-63,720,4,70,820,11
380032,757000,40,1788208,-67,720,4,70,820,11
390071,1014000,40,1817076,-67,720,4,70,820,11
400069,757000,40,1794492,-56,720,4,70,820,11
410064,902000,40,1818908,-56,720,4,70,820,11
420052,1482000,40,1824084,-56,720,4,70,820,11
430049,1144000,40,1810292,-56,720,4,70,820,11
440041,839000,40,1824828,-56,720,4,70,820,11
450079,1586000,40,1803624,-56,720,4,70,820,11
460068,676000,40,1807144,-56,720,4,70,820,11
470058,676000,40,1802824,-56,720,4,70,820,11
480060,902000,40,1825024,-56,720,4,70,820,11
490053,902000,40,1813352,-56,720,4,70,820,11
500051,902000,40,1825256,-56,720,4,69,820,11
510045,676000,40,1807152,-56,720,4,69,820,11
520032,676000,40,1804784,-56,720,4,69,820,11
530071,1586000,40,1800752,-56,720,4,69,820,11
540060,1248000,40,1820316,-65,720,4,69,820,11
550051,1482000,40,1800344,-63,720,4,69,820,11
560045,1482000,40,1812004,-63,720,4,69,820,11
570046,1586000,40,1822620,-63,720,4,69,820,11
580047,1014000,40,1799496,-63,720,4,69,820,11
590042,1586000,40,1824608,-63,720,4,69,820,11
600041,546000,40,1818732,-63,720,4,69,820,11
610080,1586000,40,1817024,-63,720,4,69,820,11
620077,902000,40,1798592,-63,720,4,69,820,11
630080,902000,40,1824812,-63,720,4,69,820,11
640067,546000,40,1789392,-64,720,4,69,820,11
650057,902000,40,1811712,-61,720,4,69,820,11
660051,902000,40,1784596,-70,720,4,69,820,11
670044,546000,40,1807828,-70,720,4,69,820,11
680087,1144000,40,1805708,-61,720,4,69,820,11
690074,1352000,40,1779044,-64,720,4,69,820,11
700068,676000,40,1742516,-63,720,4,69,820,11
710055,902000,40,1753776,-63,720,4,69,820,11
720053,902000,40,1768940,-63,720,4,69,820,11
730047,1014000,40,1816052,-63,720,4,69,820,11
740084,1586000,40,1812856,-63,720,4,69,820,11
750077,902000,40,1822208,-63,720,4,69,820,11
760074,1014000,40,1822716,-63,720,4,69,820,11
770066,546000,40,1793696,-63,720,4,69,820,11
780059,1248000,40,1823472,-64,720,4,69,820,11
790053,902000,40,1807536,-63,720,4,69,820,11
800091,1248000,40,1824048,-63,720,4,69,820,11
810082,1248000,40,1797584,-64,720,4,68,820,11
820073,1586000,40,1796280,-57,720,4,68,820,11
830062,1144000,40,1777240,-64,720,4,68,820,11
840049,1248000,40,1819472,-61,720,4,68,820,11
850084,1352000,40,1817856,-66,720,4,68,820,11
860073,1248000,40,1808320,-66,720,4,68,820,11
870061,1248000,40,1823692,-55,720,4,68,820,11
880061,1586000,40,1820580,-59,720,126,66,966,9
890061,1248000,40,1824912,-59,720,126,66,966,9
900061,1586000,40,1827128,-59,720,126,66,966,9
910061,1586000,40,1791924,-59,720,126,66,966,9
920061,902000,40,1812620,-59,720,126,66,966,9
930061,1248000,40,1853900,-59,720,126,66,966,9
940061,1586000,40,1802200,-71,720,126,66,966,9
950061,902000,40,1806848,-58,720,126,66,966,9
960061,757000,40,1824152,-66,720,126,66,966,9
970061,1586000,40,1802228,-63,720,126,66,966,9
980061,1482000,40,1809024,-63,720,126,66,966,9
990061,676000,40,1824328,-65,720,126,66,966,9
1000061,839000,40,1786552,-57,720,126,66,966,9
1010061,902000,40,1781432,-64,720,126,66,966,9
1020061,1144000,40,1820784,-63,720,126,66,966,9
1030061,902000,40,1823280,-63,720,126,66,966,9
1040061,1482000,40,1803576,-64,720,126,66,966,9
1050061,902000,40,1775072,-64,720,126,66,966,9
1060061,902000,40,1795624,-60,720,126,66,966,9
1070061,902000,40,1812416,-64,720,126,65,966,9
1080061,902000,40,1824484,-63,720,126,65,966,9
1090061,902000,40,1826184,-65,720,126,65,966,9
1100061,1586000,40,1824136,-63,720,126,65,966,9
1110061,1586000,40,1819576,-64,720,126,65,966,9
1120061,1248000,40,1798004,-63,720,126,65,966,9
1130061,1586000,40,1811720,-64,720,126,65,966,9
1140061,1586000,40,1808216,-62,720,126,65,966,9
1150061,1586000,40,1810840,-65,720,126,65,966,9
1160061,1586000,40,1801244,-65,720,126,65,966,9
1170061,1586000,40,1824880,-58,720,126,65,966,9
1180061,1144000,40,1825180,-67,720,126,65,966,9
1190061,902000,40,1818120,-60,720,126,65,966,9
1200061,902000,40,1818432,-60,720,126,65,966,9
1210061,902000,40,1803916,-65,720,126,65,966,9
1220061,676000,40,1825504,-59,720,126,65,966,9
1230061,1014000,40,1806596,-65,720,126,65,966,9
1240061,839000,40,1803820,-62,720,126,65,966,9
1250061,839000,40,1824236,-64,720,126,65,966,9
1260061,546000,40,1820236,-63,720,126,65,966,9
1270061,1144000,40,1818688,-63,720,126,65,966,9
1280061,1586000,40,1770128,-64,720,126,65,966,9
1290061,676000,40,1798228,-63,720,126,65,966,9
1300061,1352000,40,1804660,-63,720,126,65,966,9
1310061,902000,40,1794152,-67,720,126,65,966,9
1320061,902000,40,1795624,-62,720,126,65,966,9
1330061,1586000,40,1806500,-66,720,126,65,966,9
1340061,902000,40,1821300,-66,720,126,65,966,9
1350061,757000,40,1783868,-59,720,126,65,966,9
1360061,902000,40,1810072,-64,720,126,65,966,9
1370061,546000,40,1810684,-63,720,126,65,966,9
1380061,1248000,40,1823896,-66,720,126,65,966,9
