2048,0.377,0.056,2,2,240,0,2,3
2048,0.332,0.032,2,2,240,0,2,3
2048,0.439,0.072,1,0,360,0,2,4
2560,0.489,0.082,1,0,480,0,2,4
2560,0.486,0.078,1,0,1080,0,2,4
2560,0.48,0.073,1,0,1080,0,2,4
2560,0.386,0.052,1,0,480,0,2,4
2560,0.516,0.064,2,2,480,0,2,4
3072,0.454,0.051,1,0,360,0,2,4
3072,0.324,0.032,1,0,360,0,2,4
3072,0.447,0.056,2,2,480,0,2,4
3072,0.334,0.065,2,2,360,0,2,5
3072,0.49,0.054,1,0,360,0,2,4
3072,0.465,0.032,1,0,360,0,2,4
3072,0.379,0.058,1,0,720,0,2,5
3072,0.379,0.058,1,0,720,0,2,4
3072,0.487,0.042,1,0,720,0,2,3
3072,0.496,0.116,1,0,360,0,2,5
3072,0.454,0.051,1,0,480,0,2,4
3072,0.377,0.056,1,0,360,0,2,4
3072,0.48,0.074,2,2,360,0,2,4
3072,0.341,0.033,1,0,360,0,2,5
3072,0.477,0.057,1,0,360,0,2,5
3072,0.49,0.054,2,2,360,0,2,4
3072,0.447,0.056,1,0,360,0,2,4
3072,0.487,0.042,2,2,360,0,2,4
3072,0.379,0.073,2,2,360,0,2,5
3072,0.462,0.043,2,2,360,0,2,4
3584,0.49,0.054,1,0,480,0,2,4
3584,0.285,0.054,2,2,480,0,2,4
3584,0.379,0.073,1,0,720,0,2,5
3584,0.495,0.043,1,0,480,0,2,5
3584,0.435,0.071,1,0,1080,0,2,4
3584,0.514,0.068,1,0,720,0,2,4
3584,0.502,0.058,1,0,720,0,2,4
3584,0.322,0.055,1,0,720,0,2,5
3584,0.33,0.027,1,0,720,0,2,5
3584,0.312,0.049,2,2,1080,0,2,5
3584,0.377,0.056,1,0,720,0,2,5
3584,0.322,0.055,1,0,1080,0,2,5
3584,0.334,0.065,1,0,480,0,2,5
3584,0.348,0.043,1,0,480,0,2,4
3584,0.502,0.058,1,0,480,0,2,5
3584,0.324,0.032,1,0,480,0,2,4
3584,0.502,0.058,2,2,480,0,2,4
3584,0.344,0.049,1,0,480,0,2,4
3584,0.465,0.071,2,2,480,0,2,5
4096,0.455,0.033,2,2,1080,0,2,5
4096,0.465,0.032,1,0,720,0,2,5
4096,0.465,0.071,1,0,1080,0,2,5
4096,0.477,0.05,1,0,1080,0,2,5
4096,0.344,0.049,1,0,720,0,2,5
4096,0.496,0.116,1,0,1080,0,2,5
4096,0.455,0.033,1,0,720,0,2,5
4096,0.465,0.071,1,0,1080,0,2,5
4096,0.455,0.033,1,0,1080,0,2,5
4096,0.477,0.05,1,0,1080,0,2,5
4096,0.334,0.065,1,0,1080,0,2,5
4096,0.496,0.116,2,2,720,0,2,5
4096,0.465,0.032,2,2,720,0,2,4
4608,0.495,0.043,1,0,1080,0,2,5
4608,0.495,0.043,2,2,1080,0,2,5
4608,0.344,0.049,2,2,1080,0,2,5
